30000  210000
6777  4496  15
6777  5158  63
6777  4269  11
6777  10377  19
6777  18538  47
6777  20834  10
6778  25880  70
6778  6868  43
6778  26750  13
6778  11636  91
6778  18906  40
6778  19955  33
6778  11422  25
6779  3182  74
6779  19877  7
6779  25107  35
6779  22496  92
6779  8371  2
6779  12553  19
6779  21749  37
6780  12740  66
6780  9186  17
6780  6206  41
6780  17051  65
6780  29222  27
6780  29336  39
6780  13026  61
6781  655  30
6781  2307  11
6781  11856  23
6781  23451  86
6781  15801  47
6781  26462  3
6781  7928  59
6782  12122  24
6782  1937  71
6782  26385  36
6782  15408  92
6782  21131  72
6782  18756  66
6782  10311  76
6783  29226  59
6783  28332  16
6783  1619  76
6783  20208  28
6783  23349  54
6783  24424  27
6783  4738  82
6784  25277  59
6784  2595  53
6784  24692  30
6784  20857  64
6784  18060  17
6784  24754  96
6784  14939  11
6785  21950  47
6785  18609  61
6785  26556  79
6785  9939  1
6785  9992  1
6785  24259  37
6785  20054  31
6786  28550  5
6786  11615  71
6786  11919  55
6786  19819  92
6786  15922  73
6786  26392  21
6786  24452  21
6787  8315  48
6787  1471  80
6787  24310  74
6787  24793  10
6787  21941  81
6787  17234  51
6787  13014  91
6788  25298  79
6788  23425  1
6788  12248  30
6788  79  70
6788  27391  44
6788  26023  89
6788  19568  70
6789  2577  1
6789  4960  54
6789  16829  74
6789  20771  10
6789  5212  1
6789  7411  99
6789  122  82
6790  16187  6
6790  9496  76
6790  6306  22
6790  1001  69
6790  19078  6
6790  14109  12
6790  10314  85
6791  14959  38
6791  26970  84
6791  18448  16
6791  11449  69
6791  9325  73
6791  5601  41
6791  5755  75
6792  3081  40
6792  13591  70
6792  8690  34
6792  4768  63
6792  6866  61
6792  20258  67
6792  353  35
6793  17194  17
6793  6340  76
6793  8581  21
6793  29138  82
6793  19571  1
6793  2487  53
6793  24171  4
6794  8723  56
6794  15411  85
6794  22367  88
6794  16527  36
6794  23302  99
6794  18892  68
6794  21923  74
6795  10815  47
6795  12011  81
6795  501  13
6795  11830  46
6795  3641  29
6795  14270  63
6795  3278  33
6796  4754  5
6796  17864  67
6796  28536  74
6796  27853  33
6796  19264  4
6796  9367  68
6796  3443  42
6797  26378  31
6797  7728  17
6797  17954  35
6797  28691  60
6797  28280  96
6797  9321  93
6797  130  61
6798  24000  43
6798  15523  84
6798  5572  70
6798  696  14
6798  26851  12
6798  828  80
6798  4057  90
6799  17232  3
6799  47  58
6799  3334  83
6799  4848  10
6799  12102  91
6799  11937  54
6799  8183  79
6800  28800  76
6800  25958  96
6800  14785  61
6800  7113  45
6800  21245  60
6800  3330  75
6800  6566  22
6801  4686  90
6801  27426  13
6801  22262  36
6801  7486  15
6801  15559  2
6801  18220  57
6801  24323  80
6802  26847  14
6802  29453  48
6802  6926  94
6802  1104  43
6802  23546  52
6802  18279  1
6802  10459  90
6803  7464  37
6803  27255  41
6803  14314  81
6803  12166  50
6803  11506  29
6803  15457  26
6803  26718  93
6804  2038  26
6804  1861  48
6804  19244  18
6804  19272  98
6804  23657  1
6804  10584  60
6804  9177  70
6805  9859  86
6805  28665  13
6805  25083  95
6805  16412  90
6805  11658  19
6805  1840  98
6805  19775  95
6806  18225  63
6806  17559  46
6806  26537  49
6806  25049  85
6806  12899  50
6806  14684  90
6806  23580  47
6807  5054  71
6807  14952  97
6807  6913  80
6807  20070  78
6807  14575  69
6807  13698  25
6807  7922  80
6808  2917  81
6808  23309  79
6808  663  83
6808  8989  6
6808  15014  29
6808  26239  30
6808  26524  53
6809  28704  45
6809  24254  90
6809  25166  40
6809  1907  84
6809  6119  97
6809  21015  7
6809  3620  30
6810  19633  92
6810  3664  54
6810  19072  19
6810  6925  5
6810  9691  21
6810  19812  34
6810  28239  1
6811  506  77
6811  17282  85
6811  8144  13
6811  6007  80
6811  7927  37
6811  14235  36
6811  24910  31
6812  13241  46
6812  22342  57
6812  29776  48
6812  26147  29
6812  28904  88
6812  29373  18
6812  5713  1
6813  6509  66
6813  26004  15
6813  2463  95
6813  20442  52
6813  15749  55
6813  12458  96
6813  8611  9
6814  18413  92
6814  12000  98
6814  14576  9
6814  23515  8
6814  4941  2
6814  6692  61
6814  23542  58
6815  12115  23
6815  9592  66
6815  15100  91
6815  6900  42
6815  9452  92
6815  22787  43
6815  22063  30
6816  10872  99
6816  12160  18
6816  19636  6
6816  3744  94
6816  22978  8
6816  9178  73
6816  20382  78
6817  10935  69
6817  18853  36
6817  17612  42
6817  25337  95
6817  7223  90
6817  833  53
6817  17842  77
6818  27787  56
6818  24422  95
6818  26651  54
6818  28116  74
6818  15281  90
6818  12464  46
6818  9985  71
6819  23217  77
6819  3566  39
6819  26532  47
6819  17386  10
6819  16950  76
6819  16733  3
6819  207  17
6820  19096  99
6820  25765  58
6820  7750  20
6820  11574  24
6820  11492  41
6820  8727  86
6820  3669  75
6821  28781  29
6821  4208  38
6821  29567  92
6821  27370  74
6821  29195  79
6821  2043  85
6821  21088  7
6822  25179  7
6822  25156  65
6822  15145  13
6822  3360  10
6822  3199  28
6822  22806  49
6822  14232  8
6823  14592  41
6823  13740  36
6823  22452  46
6823  7505  18
6823  27800  24
6823  18595  87
6823  27975  53
6824  25911  85
6824  12027  99
6824  11477  31
6824  26692  89
6824  25259  97
6824  940  53
6824  29283  94
6825  4792  45
6825  1562  17
6825  25609  51
6825  21586  9
6825  13897  38
6825  12357  92
6825  18968  46
6826  1827  66
6826  19739  23
6826  4918  84
6826  19352  37
6826  4057  95
6826  9814  65
6826  15858  61
6827  28962  9
6827  829  17
6827  4641  98
6827  9309  67
6827  28594  26
6827  9512  87
6827  3009  63
6828  25201  23
6828  26072  25
6828  19495  59
6828  975  61
6828  23080  24
6828  10334  4
6828  15378  10
6829  29853  19
6829  13881  17
6829  18793  76
6829  9254  95
6829  26810  48
6829  11818  94
6829  12169  7
6830  21851  86
6830  16014  37
6830  20979  62
6830  16711  64
6830  8315  68
6830  20768  83
6830  10179  97
6831  16497  20
6831  401  13
6831  27387  34
6831  18096  14
6831  14665  16
6831  13739  71
6831  11635  38
6832  8111  6
6832  22446  20
6832  4369  32
6832  6199  49
6832  6425  11
6832  2423  33
6832  18290  91
6833  21987  7
6833  29389  6
6833  25189  72
6833  10823  69
6833  6402  94
6833  16877  29
6833  16078  6
6834  4265  29
6834  10082  60
6834  27479  59
6834  16863  96
6834  1322  45
6834  5721  34
6834  7313  30
6835  12815  6
6835  26855  26
6835  3414  50
6835  21550  31
6835  28307  18
6835  24808  86
6835  4232  97
6836  26450  42
6836  14555  32
6836  18967  89
6836  20675  54
6836  13974  49
6836  20043  88
6836  9433  90
6837  23443  51
6837  21302  39
6837  4571  44
6837  5884  5
6837  15655  79
6837  26713  59
6837  16075  56
6838  22388  9
6838  7360  56
6838  6049  91
6838  19512  3
6838  12440  3
6838  20643  30
6838  24245  17
6839  1014  80
6839  19966  85
6839  27874  11
6839  3282  83
6839  24251  19
6839  19412  16
6839  7134  67
6840  19802  88
6840  2418  40
6840  19954  12
6840  5598  29
6840  896  54
6840  7802  34
6840  21287  49
6841  20767  78
6841  7301  96
6841  20314  87
6841  3153  72
6841  3021  44
6841  1500  62
6841  10330  23
6842  1853  22
6842  20834  56
6842  22782  33
6842  11629  99
6842  29063  94
6842  9544  9
6842  1735  59
6843  17905  21
6843  12885  53
6843  25055  68
6843  16612  91
6843  25271  82
6843  9052  9
6843  7484  68
6844  11252  93
6844  14542  74
6844  6591  35
6844  24271  85
6844  25469  4
6844  29393  65
6844  17744  57
6845  42  18
6845  27511  8
6845  16379  37
6845  2823  43
6845  10886  16
6845  15384  54
6845  7331  64
6846  7483  67
6846  12103  28
6846  23530  81
6846  29273  11
6846  24125  45
6846  17415  16
6846  25887  49
6847  28432  95
6847  24362  76
6847  5754  24
6847  2616  58
6847  13108  69
6847  25723  24
6847  10665  36
6848  12306  81
6848  19913  100
6848  5538  52
6848  26876  21
6848  11552  77
6848  9754  4
6848  7561  61
6849  7487  44
6849  28641  38
6849  29982  76
6849  14746  36
6849  4037  55
6849  17132  74
6849  7119  87
6850  27414  59
6850  25899  66
6850  10811  1
6850  22868  78
6850  28222  55
6850  8118  51
6850  12104  22
6851  19344  73
6851  163  84
6851  22624  88
6851  18315  55
6851  4077  56
6851  3422  67
6851  8370  95
6852  23053  65
6852  21796  43
6852  15791  83
6852  18254  87
6852  8124  27
6852  20489  33
6852  9132  47
6853  16579  67
6853  21606  77
6853  28512  100
6853  8586  22
6853  673  90
6853  20608  63
6853  15834  13
6854  17091  30
6854  19753  93
6854  13179  29
6854  2638  1
6854  11835  20
6854  21453  73
6854  6720  75
6855  706  87
6855  15641  16
6855  4051  51
6855  3077  23
6855  4489  26
6855  28712  72
6855  20429  33
6856  1539  40
6856  12752  82
6856  2121  12
6856  11857  12
6856  8292  63
6856  13065  2
6856  19625  5
6857  28092  77
6857  8133  1
6857  16420  36
6857  5273  81
6857  21731  80
6857  25278  16
6857  23074  4
6858  23789  16
6858  12995  47
6858  17940  3
6858  18899  98
6858  5130  46
6858  26285  3
6858  18011  55
6859  8420  39
6859  1773  75
6859  8724  94
6859  29600  93
6859  12572  17
6859  7523  35
6859  5729  79
6860  18836  90
6860  11215  32
6860  6329  90
6860  14542  14
6860  28535  38
6860  15110  52
6860  2383  32
6861  24819  65
6861  7285  55
6861  27089  20
6861  18593  15
6861  11146  43
6861  2538  15
6861  16025  63
6862  29192  12
6862  3713  96
6862  21059  5
6862  4948  83
6862  28004  51
6862  16052  86
6862  538  100
6863  21612  2
6863  15270  47
6863  6908  92
6863  21482  17
6863  11669  95
6863  29822  26
6863  15080  32
6864  27382  83
6864  10042  65
6864  12156  63
6864  545  38
6864  1978  39
6864  28833  49
6864  23339  56
6865  4158  62
6865  24501  36
6865  28855  14
6865  24143  2
6865  1978  41
6865  6740  12
6865  26098  3
6866  9316  63
6866  4540  2
6866  18976  42
6866  24191  62
6866  6662  64
6866  17990  91
6866  29588  77
6867  1114  55
6867  28681  99
6867  25775  51
6867  10683  28
6867  22772  11
6867  6844  76
6867  20863  18
6868  13404  10
6868  16656  93
6868  7444  53
6868  23189  38
6868  20539  25
6868  4646  12
6868  25135  50
6869  22229  21
6869  2362  78
6869  17989  100
6869  26771  80
6869  4564  35
6869  16845  23
6869  1439  91
6870  8406  83
6870  7526  80
6870  13501  82
6870  7814  95
6870  25370  28
6870  14183  8
6870  11221  32
6871  10383  59
6871  6720  31
6871  28287  54
6871  9908  98
6871  15210  60
6871  232  84
6871  24889  66
6872  7430  61
6872  14544  26
6872  9380  75
6872  1743  94
6872  5639  12
6872  26027  95
6872  15891  27
6873  1068  63
6873  3110  33
6873  23338  73
6873  9347  10
6873  22243  55
6873  1138  23
6873  2397  41
6874  6133  94
6874  26365  64
6874  21308  19
6874  19920  57
6874  12169  45
6874  12256  50
6874  19873  100
6875  4054  42
6875  14233  42
6875  10970  67
6875  21249  6
6875  16869  9
6875  4274  13
6875  12772  66
6876  15983  24
6876  5016  38
6876  27129  75
6876  3751  5
6876  18542  49
6876  27480  69
6876  5291  41
6877  12122  100
6877  20090  18
6877  7662  28
6877  28603  91
6877  20673  38
6877  24514  10
6877  23403  56
6878  10424  52
6878  7515  40
6878  22026  86
6878  812  8
6878  3944  56
6878  15110  67
6878  22636  58
6879  2123  2
6879  16989  2
6879  17998  12
6879  2101  42
6879  14538  34
6879  11230  73
6879  29878  25
6880  7969  100
6880  26993  55
6880  24234  52
6880  27183  4
6880  13326  41
6880  18337  30
6880  18413  50
6881  28256  65
6881  26132  14
6881  23939  67
6881  26289  39
6881  17534  83
6881  21279  55
6881  20846  1
6882  23292  91
6882  27195  48
6882  24117  52
6882  21884  82
6882  18415  3
6882  27101  95
6882  12061  100
6883  2262  71
6883  16719  64
6883  25530  99
6883  11947  66
6883  7569  7
6883  22591  90
6883  1859  26
6884  13794  95
6884  10722  1
6884  3485  84
6884  25263  28
6884  18323  78
6884  22717  61
6884  27075  32
6885  1315  15
6885  7944  5
6885  23360  52
6885  4513  45
6885  711  80
6885  8248  8
6885  26723  37
6886  3297  34
6886  4685  37
6886  25036  47
6886  4012  92
6886  8688  45
6886  12050  53
6886  10025  2
6887  24004  85
6887  24767  1
6887  23389  100
6887  2221  97
6887  14875  25
6887  26724  68
6887  6679  97
6888  12114  47
6888  7746  22
6888  22017  68
6888  15093  4
6888  474  11
6888  24334  28
6888  11849  22
6889  252  28
6889  5933  43
6889  11453  19
6889  11630  35
6889  17793  15
6889  15626  86
6889  26694  64
6890  25316  74
6890  21840  75
6890  9392  77
6890  13778  27
6890  22301  42
6890  9482  52
6890  1368  41
6891  11962  90
6891  1650  84
6891  8389  63
6891  18102  19
6891  13981  27
6891  26870  31
6891  18536  52
6892  15497  42
6892  9784  32
6892  26603  58
6892  5255  73
6892  10287  19
6892  19272  57
6892  26865  63
6893  26982  9
6893  28907  79
6893  11508  61
6893  29923  26
6893  8194  9
6893  21274  19
6893  8245  5
6894  7105  96
6894  13084  99
6894  13129  70
6894  23015  33
6894  17279  54
6894  12005  47
6894  5055  7
6895  19657  78
6895  15479  32
6895  18520  9
6895  2891  52
6895  4643  10
6895  8513  44
6895  3088  74
6896  9302  41
6896  19338  55
6896  8317  51
6896  10399  56
6896  13815  69
6896  11423  31
6896  8225  16
6897  24694  67
6897  4901  9
6897  27009  44
6897  556  70
6897  22572  79
6897  12300  91
6897  4006  2
6898  9293  95
6898  16184  13
6898  16679  90
6898  18964  26
6898  745  4
6898  11078  29
6898  2110  53
6899  7326  77
6899  26683  56
6899  27980  13
6899  23288  31
6899  20575  83
6899  4876  36
6899  28778  87
6900  15397  18
6900  25429  39
6900  29017  48
6900  18053  66
6900  8523  17
6900  28960  59
6900  8439  62
6901  24294  29
6901  16218  96
6901  29710  42
6901  13424  88
6901  25212  47
6901  10175  47
6901  13681  42
6902  21923  22
6902  29230  30
6902  22417  12
6902  12445  79
6902  27660  13
6902  5649  28
6902  25204  20
6903  25924  81
6903  21807  67
6903  2389  41
6903  15793  27
6903  1223  82
6903  20521  46
6903  12087  100
6904  18830  81
6904  16005  43
6904  5323  36
6904  29560  48
6904  1270  12
6904  3984  41
6904  1145  100
6905  28632  38
6905  19330  37
6905  5471  92
6905  24833  16
6905  6304  8
6905  22517  85
6905  10113  70
6906  3060  17
6906  4117  50
6906  29812  15
6906  28119  33
6906  15809  78
6906  9091  88
6906  5200  3
6907  27638  68
6907  23467  42
6907  28485  7
6907  2386  96
6907  22435  76
6907  2241  58
6907  15097  100
6908  23707  32
6908  15844  72
6908  9667  92
6908  14284  22
6908  12468  67
6908  16904  61
6908  17587  75
6909  28172  87
6909  18181  35
6909  710  5
6909  13623  84
6909  6891  100
6909  23639  83
6909  27180  37
6910  24550  64
6910  18600  74
6910  7283  83
6910  27645  34
6910  23208  74
6910  10908  33
6910  10811  5
6911  27689  88
6911  7472  23
6911  20637  43
6911  9544  42
6911  17226  49
6911  29948  94
6911  1235  24
6912  14840  22
6912  5529  79
6912  10309  30
6912  2262  74
6912  14417  74
6912  25747  35
6912  14439  31
6913  25791  97
6913  11917  33
6913  22026  32
6913  25462  11
6913  15057  72
6913  9738  15
6913  2236  11
6914  24593  60
6914  29423  61
6914  7802  56
6914  15435  59
6914  18237  24
6914  17406  98
6914  12885  46
6915  7419  87
6915  29197  34
6915  14809  23
6915  1075  53
6915  220  100
6915  2245  52
6915  11231  30
6916  19643  72
6916  20578  79
6916  7220  9
6916  15605  13
6916  10270  63
6916  24485  94
6916  2219  28
6917  20775  70
6917  27463  10
6917  3520  96
6917  3548  24
6917  26110  95
6917  11594  16
6917  12396  98
6918  10307  8
6918  14729  49
6918  27541  47
6918  463  53
6918  11631  84
6918  8472  83
6918  3084  20
6919  22765  25
6919  28810  52
6919  17375  83
6919  1675  31
6919  7601  43
6919  25468  41
6919  8365  15
6920  437  72
6920  28689  46
6920  22034  57
6920  22834  39
6920  15933  64
6920  11566  58
6920  1694  64
6921  8394  92
6921  8315  30
6921  11543  20
6921  5952  33
6921  28737  84
6921  29044  12
6921  16085  44
6922  19904  55
6922  26358  60
6922  29704  43
6922  8636  35
6922  12762  1
6922  14571  100
6922  9928  33
6923  14895  58
6923  5424  21
6923  10312  84
6923  15491  5
6923  9516  59
6923  20422  6
6923  9844  31
6924  21816  85
6924  17375  17
6924  20226  28
6924  16606  25
6924  20576  29
6924  26711  70
6924  27620  78
6925  4713  85
6925  20158  94
6925  29601  75
6925  11099  74
6925  13751  59
6925  22146  25
6925  6053  99
6926  23580  31
6926  10876  90
6926  13567  10
6926  23347  5
6926  16666  59
6926  3393  41
6926  25770  30
6927  11340  1
6927  19193  32
6927  16455  4
6927  10610  37
6927  9086  2
6927  29126  76
6927  2472  29
6928  26870  85
6928  27378  100
6928  20232  74
6928  23416  98
6928  4374  64
6928  25226  75
6928  11518  75
6929  10528  32
6929  29365  36
6929  3248  47
6929  16206  10
6929  1709  66
6929  19900  24
6929  25649  22
6930  3110  15
6930  14083  97
6930  20288  14
6930  4755  23
6930  6311  40
6930  21092  44
6930  5166  90
6931  5788  58
6931  17936  16
6931  6150  45
6931  10115  40
6931  16438  15
6931  12529  62
6931  7686  14
6932  28078  29
6932  920  70
6932  10069  55
6932  749  26
6932  13106  51
6932  17162  6
6932  10464  59
6933  25638  10
6933  9589  84
6933  12100  4
6933  584  58
6933  15144  19
6933  2728  7
6933  482  65
6934  17145  99
6934  10607  76
6934  24063  50
6934  26878  82
6934  12594  60
6934  23627  82
6934  22604  39
6935  29341  36
6935  3382  98
6935  18233  23
6935  18404  18
6935  20363  60
6935  3419  42
6935  1362  59
6936  11536  29
6936  1338  35
6936  7866  88
6936  9872  67
6936  2232  72
6936  21986  42
6936  3637  14
6937  10649  26
6937  29158  83
6937  16415  89
6937  17211  6
6937  27093  80
6937  19022  72
6937  3201  28
6938  6028  63
6938  6489  78
6938  262  17
6938  20409  12
6938  12136  85
6938  12258  56
6938  16715  87
6939  1184  29
6939  13127  49
6939  10772  32
6939  6647  100
6939  15370  67
6939  7780  62
